TaskID,EmployeeNumber,TaskType,RequestDate,ResolvedDate,SLA_Hours,Actual_Hours,Status,Priority
T175347,1818,Policy Query,2024-09-13,2024-09-15,48,68,Completed,Low
T816211,1419,Leave Request,2024-03-06,2024-03-07,48,47,In Progress,High
T104302,1098,Onboarding,2024-01-14,2024-01-17,72,86,In Progress,Medium
T474931,1890,Exit Interview,2024-12-15,2024-12-17,48,54,In Progress,Low
T203307,1972,Onboarding,2024-02-24,2024-02-25,48,40,Completed,Low
T363712,698,Policy Query,2024-05-21,2024-05-21,24,23,Completed,Low
T462300,1890,Exit Interview,2024-07-17,2024-07-18,24,24,Completed,Low
T685176,1164,Onboarding,2024-03-24,2024-03-27,72,80,In Progress,Low
T255315,1805,Policy Query,2024-09-02,2024-09-05,72,86,In Progress,Low
T881583,590,Onboarding,2024-05-01,2024-05-04,72,81,In Progress,High
T588663,1289,Leave Request,2024-05-26,2024-05-27,24,44,Completed,High
T160283,321,Onboarding,2024-09-16,2024-09-17,48,44,In Progress,Low
T415028,1858,Exit Interview,2024-04-19,2024-04-21,48,65,In Progress,Low
T327763,1499,Exit Interview,2024-04-26,2024-04-27,24,43,In Progress,Medium
T384795,1563,Policy Query,2024-03-04,2024-03-06,48,57,In Progress,Low
T784726,1805,Leave Request,2024-06-06,2024-06-09,72,80,In Progress,Low
T703362,321,Onboarding,2024-06-11,2024-06-14,72,73,Completed,Low
T104396,829,Exit Interview,2024-05-03,2024-05-06,72,88,Completed,Low
T936902,566,Leave Request,2024-01-22,2024-01-24,48,67,In Progress,High
T725103,1778,Exit Interview,2024-07-06,2024-07-07,24,44,In Progress,Low
T135641,1865,Policy Query,2024-04-14,2024-04-15,24,44,In Progress,High
T797248,1550,Exit Interview,2024-09-08,2024-09-10,48,52,Completed,Medium
T975859,909,Leave Request,2024-10-25,2024-10-27,72,67,Escalated,High
T884872,1231,Policy Query,2024-05-12,2024-05-13,24,37,Escalated,Low
T225264,1973,Policy Query,2024-04-27,2024-04-28,24,26,In Progress,Medium
T459687,869,Onboarding,2024-12-21,2024-12-23,48,50,In Progress,Low
T632947,1944,Onboarding,2024-09-08,2024-09-09,48,39,In Progress,Low
T403191,1207,Leave Request,2024-10-15,2024-10-16,48,40,In Progress,Low
T470184,1207,Leave Request,2024-10-05,2024-10-07,72,69,In Progress,Medium
T555025,1338,Policy Query,2024-09-02,2024-09-05,72,86,In Progress,Medium
T850658,644,Exit Interview,2024-09-02,2024-09-02,24,18,In Progress,Low
T319882,590,Onboarding,2024-11-15,2024-11-18,72,90,Completed,High
T349307,1818,Exit Interview,2024-09-08,2024-09-09,24,37,Completed,Medium
T215537,1625,Leave Request,2024-01-08,2024-01-09,48,41,In Progress,Low
T386432,1152,Onboarding,2024-12-09,2024-12-09,24,18,In Progress,Medium
T539425,140,Exit Interview,2024-11-06,2024-11-07,24,25,In Progress,High
T815525,1844,Policy Query,2024-02-21,2024-02-23,48,48,In Progress,Low
T321715,1714,Policy Query,2024-09-04,2024-09-06,72,70,In Progress,Low
T953054,1152,Exit Interview,2024-06-28,2024-06-30,48,52,In Progress,Low
T410794,1747,Leave Request,2024-08-14,2024-08-14,24,22,Escalated,High
T633804,1338,Onboarding,2024-09-08,2024-09-11,72,86,In Progress,Medium
T331416,1642,Policy Query,2024-11-01,2024-11-02,24,34,In Progress,Low
T239641,1987,Leave Request,2024-07-18,2024-07-21,72,91,In Progress,Medium
T935472,1625,Onboarding,2024-12-04,2024-12-04,24,18,In Progress,Low
T707498,1098,Leave Request,2024-06-14,2024-06-15,48,45,In Progress,Medium
T157196,665,Onboarding,2024-05-28,2024-05-29,24,29,In Progress,Low
T134416,909,Exit Interview,2024-08-03,2024-08-04,24,41,In Progress,Low
T190522,878,Exit Interview,2024-07-17,2024-07-20,72,72,Escalated,Medium
T535581,1858,Policy Query,2024-07-05,2024-07-06,24,32,In Progress,Low
T596030,1973,Onboarding,2024-03-18,2024-03-20,48,54,In Progress,Medium
T799911,1289,Policy Query,2024-09-24,2024-09-27,72,89,Completed,High
T231690,608,Exit Interview,2024-12-14,2024-12-16,72,68,In Progress,High
T412561,734,Leave Request,2024-12-26,2024-12-29,72,74,In Progress,Low
T275582,184,Exit Interview,2024-08-24,2024-08-24,24,17,In Progress,Low
T917465,1890,Leave Request,2024-02-24,2024-02-25,24,24,In Progress,Low
T467972,665,Onboarding,2024-09-20,2024-09-21,24,42,In Progress,Low
T577933,760,Exit Interview,2024-05-04,2024-05-06,72,62,Completed,Low
T510957,2040,Leave Request,2024-12-05,2024-12-07,48,52,Escalated,High
T130769,1805,Leave Request,2024-07-12,2024-07-13,48,40,Completed,Low
T549601,1842,Leave Request,2024-04-24,2024-04-26,72,63,In Progress,High
T323025,1794,Exit Interview,2024-08-22,2024-08-23,24,29,Escalated,Low
T392240,1890,Exit Interview,2024-01-03,2024-01-04,48,42,In Progress,High
T327491,590,Policy Query,2024-09-22,2024-09-24,48,62,Escalated,Low
T663225,1858,Policy Query,2024-10-01,2024-10-02,48,45,Completed,Medium
T301442,1805,Onboarding,2024-12-25,2024-12-26,24,26,Escalated,Low
T704443,760,Leave Request,2024-11-24,2024-11-25,48,39,Completed,Low
T384155,829,Policy Query,2024-02-22,2024-02-24,48,52,In Progress,Low
T416565,1207,Policy Query,2024-09-28,2024-09-29,48,42,Escalated,Low
T730105,1625,Exit Interview,2024-02-25,2024-02-28,72,82,Escalated,High
T294330,1890,Exit Interview,2024-05-14,2024-05-14,24,19,In Progress,High
T243337,1844,Exit Interview,2024-03-18,2024-03-19,48,41,In Progress,Medium
T292614,140,Exit Interview,2024-06-20,2024-06-23,72,85,Escalated,Low
T519930,1419,Leave Request,2024-11-18,2024-11-20,48,55,In Progress,Low
T363494,1642,Exit Interview,2024-12-26,2024-12-27,48,40,In Progress,Low
T918594,177,Policy Query,2024-10-18,2024-10-18,24,17,Escalated,Low
T292447,1858,Policy Query,2024-09-27,2024-09-28,48,45,Completed,Medium
T419394,1289,Exit Interview,2024-06-03,2024-06-06,72,88,Completed,Low
T935069,1744,Onboarding,2024-09-10,2024-09-12,48,59,Completed,Low
T352603,1858,Exit Interview,2024-07-12,2024-07-14,48,55,Completed,Low
T372286,1499,Onboarding,2024-05-28,2024-05-31,72,77,In Progress,Low
T440393,1818,Exit Interview,2024-06-02,2024-06-03,24,35,In Progress,Low
T347638,1152,Exit Interview,2024-09-07,2024-09-08,24,33,Completed,Low
T536331,424,Policy Query,2024-10-17,2024-10-18,24,27,In Progress,High
T164671,760,Policy Query,2024-03-22,2024-03-25,72,78,Completed,High
T950370,1563,Leave Request,2024-11-04,2024-11-07,72,75,In Progress,Medium
T393149,1858,Leave Request,2024-04-15,2024-04-15,24,16,Completed,High
T926248,1152,Onboarding,2024-03-09,2024-03-10,24,25,In Progress,Low
T974709,1844,Onboarding,2024-09-17,2024-09-18,24,27,Completed,High
T224266,1842,Onboarding,2024-03-15,2024-03-17,72,63,In Progress,Medium
T784704,1890,Leave Request,2024-09-23,2024-09-25,72,68,Escalated,Low
T962458,1231,Policy Query,2024-02-01,2024-02-03,48,56,In Progress,Low
T771065,1944,Onboarding,2024-12-14,2024-12-16,72,63,In Progress,Low
T849106,1722,Onboarding,2024-05-11,2024-05-13,72,67,Completed,Low
T338499,1746,Leave Request,2024-10-26,2024-10-28,48,55,In Progress,Low
T347088,1890,Exit Interview,2024-03-15,2024-03-15,24,16,In Progress,Low
T780565,1499,Leave Request,2024-05-16,2024-05-17,24,44,Escalated,Low
T360287,1625,Leave Request,2024-12-01,2024-12-02,24,30,In Progress,Low
T396479,1794,Onboarding,2024-05-20,2024-05-20,24,14,Completed,Low
T571938,140,Leave Request,2024-11-18,2024-11-20,48,53,Completed,Low
T522959,1794,Exit Interview,2024-10-28,2024-10-29,48,44,Completed,Medium
T115629,1972,Onboarding,2024-01-07,2024-01-08,48,41,In Progress,High
T185684,1338,Exit Interview,2024-02-11,2024-02-13,48,65,In Progress,High
T138554,1314,Onboarding,2024-08-19,2024-08-20,24,31,Completed,Medium
T849176,424,Policy Query,2024-01-24,2024-01-27,72,77,In Progress,High
T432823,1714,Onboarding,2024-08-23,2024-08-26,72,92,In Progress,Low
T777044,734,Exit Interview,2024-12-24,2024-12-26,48,51,In Progress,Low
T230728,1794,Leave Request,2024-08-12,2024-08-13,48,38,In Progress,Low
T534491,1467,Onboarding,2024-01-22,2024-01-24,48,62,In Progress,Low
T554461,184,Policy Query,2024-11-08,2024-11-10,72,68,In Progress,Low
T267116,470,Exit Interview,2024-05-02,2024-05-04,48,48,In Progress,Medium
T524725,1461,Policy Query,2024-11-03,2024-11-06,72,92,In Progress,Low
T285537,1461,Leave Request,2024-03-11,2024-03-11,24,21,In Progress,Low
T651039,608,Leave Request,2024-04-09,2024-04-10,24,34,In Progress,Low
T269795,1944,Exit Interview,2024-12-07,2024-12-08,24,34,In Progress,Low
T808078,1722,Exit Interview,2024-10-21,2024-10-22,48,38,Completed,Low
T265808,103,Leave Request,2024-09-21,2024-09-23,48,62,In Progress,Medium
T264183,1987,Exit Interview,2024-10-07,2024-10-10,72,75,Completed,High
T285290,847,Onboarding,2024-11-13,2024-11-14,48,43,In Progress,Medium
T180432,1778,Exit Interview,2024-10-14,2024-10-14,24,20,In Progress,High
T678435,1467,Leave Request,2024-10-01,2024-10-03,72,64,In Progress,Low
T603873,1625,Leave Request,2024-10-20,2024-10-21,24,30,Escalated,Medium
T251410,1972,Leave Request,2024-08-08,2024-08-11,72,77,Completed,High
T780100,1625,Leave Request,2024-07-01,2024-07-02,48,46,In Progress,Low
T976805,1550,Policy Query,2024-12-12,2024-12-13,24,41,Escalated,Low
T512762,1683,Policy Query,2024-01-22,2024-01-24,48,54,Escalated,Low
T231374,910,Policy Query,2024-03-19,2024-03-20,24,40,In Progress,Low
T965666,1467,Leave Request,2024-12-26,2024-12-29,72,86,Escalated,Medium
T791991,608,Leave Request,2024-03-05,2024-03-05,24,16,Completed,Low
T111169,1408,Policy Query,2024-03-01,2024-03-03,72,69,Completed,Low
T446644,470,Exit Interview,2024-03-27,2024-03-27,24,17,Completed,Low
T312804,590,Leave Request,2024-07-28,2024-07-28,24,22,In Progress,High
T900427,1844,Policy Query,2024-10-28,2024-10-30,48,68,In Progress,Low
T417650,1842,Onboarding,2024-12-10,2024-12-13,72,88,In Progress,Low
T278184,566,Onboarding,2024-05-20,2024-05-22,48,65,In Progress,High
T925280,1844,Leave Request,2024-09-11,2024-09-14,72,86,Completed,High
T382302,910,Leave Request,2024-08-16,2024-08-19,72,86,In Progress,Medium
T631281,140,Exit Interview,2024-12-16,2024-12-17,24,27,In Progress,Medium
T616698,566,Onboarding,2024-03-12,2024-03-14,48,58,Escalated,High
T120861,1625,Leave Request,2024-10-06,2024-10-07,48,41,Escalated,Medium
T300529,1778,Leave Request,2024-01-15,2024-01-16,24,35,Escalated,Low
T521734,909,Exit Interview,2024-08-24,2024-08-25,48,44,Completed,Medium
T143103,1744,Leave Request,2024-04-26,2024-04-28,48,58,In Progress,Medium
T526668,1844,Leave Request,2024-04-06,2024-04-09,72,77,In Progress,Low
T628060,1461,Exit Interview,2024-12-17,2024-12-18,24,40,Escalated,Medium
T747341,644,Exit Interview,2024-01-20,2024-01-21,24,38,In Progress,Medium
T207495,103,Leave Request,2024-11-21,2024-11-23,48,58,In Progress,Low
T581083,1499,Leave Request,2024-03-21,2024-03-22,24,35,Completed,High
T127751,1714,Exit Interview,2024-12-25,2024-12-26,24,32,Escalated,High
T302791,1352,Onboarding,2024-07-08,2024-07-08,24,14,In Progress,Low
T708697,1722,Onboarding,2024-07-12,2024-07-13,24,42,In Progress,High
T677715,1972,Leave Request,2024-12-21,2024-12-23,72,69,Escalated,Low
T783603,1747,Policy Query,2024-12-23,2024-12-24,48,41,In Progress,Low
T623000,566,Leave Request,2024-11-11,2024-11-12,48,46,Completed,High
T708931,1722,Leave Request,2024-09-02,2024-09-04,48,58,Completed,Medium
T368867,665,Exit Interview,2024-06-23,2024-06-24,48,45,In Progress,Low
T271338,1352,Exit Interview,2024-06-14,2024-06-17,72,72,In Progress,Low
T692830,847,Leave Request,2024-11-23,2024-11-25,72,70,Escalated,Low
T594899,1778,Onboarding,2024-10-16,2024-10-19,72,86,In Progress,High
T314708,1164,Exit Interview,2024-09-19,2024-09-22,72,92,Escalated,High
T996625,1642,Policy Query,2024-03-06,2024-03-08,48,66,Escalated,Low
T963670,1049,Leave Request,2024-06-15,2024-06-17,72,65,In Progress,Medium
T902767,1972,Exit Interview,2024-03-18,2024-03-19,48,39,In Progress,Low
T821851,869,Exit Interview,2024-06-11,2024-06-13,48,67,Completed,Low
T587358,177,Exit Interview,2024-10-01,2024-10-03,48,55,In Progress,Medium
T323925,1778,Leave Request,2024-06-08,2024-06-10,48,52,Escalated,Medium
T481459,590,Exit Interview,2024-10-07,2024-10-09,48,64,In Progress,Low
T493547,1744,Policy Query,2024-06-13,2024-06-15,48,48,In Progress,High
T483333,133,Exit Interview,2024-02-26,2024-02-27,48,42,Completed,Low
T337727,1352,Policy Query,2024-05-20,2024-05-22,48,57,Completed,Low
T994958,1098,Onboarding,2024-01-24,2024-01-26,48,56,In Progress,High
T147473,1352,Exit Interview,2024-05-26,2024-05-27,24,36,Completed,Low
T132396,1408,Onboarding,2024-12-10,2024-12-11,24,26,In Progress,Medium
T946600,1642,Policy Query,2024-06-18,2024-06-20,48,55,In Progress,High
T999884,1338,Policy Query,2024-08-09,2024-08-10,24,31,In Progress,Low
T616910,1714,Policy Query,2024-09-20,2024-09-22,72,66,In Progress,High
T607484,1818,Onboarding,2024-02-02,2024-02-02,24,22,In Progress,Low
T423362,1467,Policy Query,2024-12-04,2024-12-06,48,67,In Progress,Low
T661261,103,Exit Interview,2024-12-04,2024-12-06,48,63,Completed,High
T408946,133,Leave Request,2024-01-21,2024-01-22,24,44,In Progress,Low
T652576,731,Exit Interview,2024-09-22,2024-09-24,72,63,Completed,Medium
T844650,1778,Leave Request,2024-11-08,2024-11-10,48,56,Completed,Low
T736219,103,Onboarding,2024-03-22,2024-03-22,24,14,In Progress,Low
T138913,1746,Leave Request,2024-01-26,2024-01-26,24,20,Escalated,Medium
T636190,1747,Exit Interview,2024-10-09,2024-10-10,48,42,In Progress,High
T643339,1683,Policy Query,2024-07-18,2024-07-21,72,74,In Progress,Medium
T531369,698,Exit Interview,2024-11-02,2024-11-03,24,24,Completed,High
T805168,1842,Leave Request,2024-06-01,2024-06-04,72,92,In Progress,Medium
T901768,731,Leave Request,2024-11-03,2024-11-04,48,46,Completed,Low
T648772,665,Leave Request,2024-08-23,2024-08-24,24,42,Escalated,Medium
T593608,1152,Leave Request,2024-07-19,2024-07-22,72,80,In Progress,Low
T868520,133,Policy Query,2024-04-11,2024-04-12,24,32,In Progress,Low
T564817,1842,Exit Interview,2024-04-15,2024-04-17,72,70,Escalated,Low
T702168,1420,System Bug,2024-01-27,2024-01-27,24,15,In Progress,Medium
T292549,1203,Access Request,2024-05-05,2024-05-05,24,17,In Progress,High
T690311,1032,Access Request,2024-09-24,2024-09-25,24,39,Escalated,Low
T559049,1596,Tech Support,2024-09-18,2024-09-21,72,77,In Progress,High
T125514,1377,Software Install,2024-06-03,2024-06-04,24,43,Escalated,Low
T977621,1440,Tech Support,2024-03-22,2024-03-25,72,79,In Progress,Low
T360723,1111,System Bug,2024-09-21,2024-09-21,24,23,In Progress,Medium
T452827,1206,Software Install,2024-05-08,2024-05-09,24,38,In Progress,Medium
T447365,197,System Bug,2024-01-26,2024-01-26,24,21,Escalated,Low
T788542,501,Access Request,2024-08-16,2024-08-17,24,33,Completed,Low
T985915,1309,Access Request,2024-05-06,2024-05-07,48,45,Completed,Low
T372414,1259,System Bug,2024-08-24,2024-08-26,48,53,In Progress,Low
T430064,1682,System Bug,2024-08-01,2024-08-02,24,25,In Progress,Medium
T460769,1402,System Bug,2024-03-06,2024-03-07,24,41,In Progress,Medium
T473201,518,Software Install,2024-10-28,2024-10-28,24,22,In Progress,Low
T446220,1905,Tech Support,2024-01-14,2024-01-16,72,65,In Progress,Low
T321858,145,Tech Support,2024-12-28,2024-12-31,72,78,In Progress,Low
T157968,273,System Bug,2024-05-14,2024-05-16,48,53,In Progress,Medium
T593851,1389,Access Request,2024-02-15,2024-02-17,48,57,In Progress,High
T270169,702,Access Request,2024-06-07,2024-06-09,72,71,In Progress,Medium
T658324,584,Tech Support,2024-02-09,2024-02-11,48,55,Completed,Medium
T653608,1936,Tech Support,2024-06-07,2024-06-09,72,62,Completed,Medium
T819520,1640,Access Request,2024-03-21,2024-03-21,24,19,Completed,Medium
T479235,1312,Access Request,2024-12-27,2024-12-29,48,65,Completed,Low
T698920,578,Tech Support,2024-12-06,2024-12-07,24,38,In Progress,Low
T759623,1608,Access Request,2024-10-09,2024-10-12,72,74,In Progress,Medium
T323712,1941,Software Install,2024-05-04,2024-05-04,24,14,Completed,Low
T474699,1859,Access Request,2024-04-03,2024-04-05,72,62,In Progress,Low
T736285,918,Tech Support,2024-11-09,2024-11-09,24,21,Completed,Low
T468145,275,System Bug,2024-12-13,2024-12-14,24,26,In Progress,Low
T833926,624,Software Install,2024-10-08,2024-10-09,24,27,In Progress,Low
T947923,385,Software Install,2024-07-01,2024-07-04,72,78,Completed,Low
T849079,787,Software Install,2024-02-20,2024-02-22,48,68,Escalated,Low
T798178,376,Access Request,2024-12-25,2024-12-28,72,80,Completed,High
T153923,1847,Access Request,2024-10-24,2024-10-26,48,67,In Progress,Medium
T622604,1736,System Bug,2024-06-09,2024-06-11,48,64,In Progress,Medium
T899421,652,Access Request,2024-02-06,2024-02-08,48,55,Escalated,High
T163044,1666,Software Install,2024-03-25,2024-03-27,72,68,Completed,Medium
T598455,1079,Tech Support,2024-05-24,2024-05-27,72,81,In Progress,Medium
T226084,2020,Software Install,2024-12-04,2024-12-04,24,19,In Progress,Low
T349578,1682,Tech Support,2024-02-17,2024-02-18,48,43,In Progress,Medium
T765164,1001,Software Install,2024-08-10,2024-08-13,72,76,In Progress,Medium
T472715,2064,Tech Support,2024-07-24,2024-07-25,48,46,Escalated,Low
T504035,1837,Tech Support,2024-04-10,2024-04-11,24,42,In Progress,Medium
T553501,24,Access Request,2024-11-19,2024-11-20,24,42,In Progress,Medium
T863460,2051,Software Install,2024-03-19,2024-03-22,72,80,In Progress,Low
T183100,2010,System Bug,2024-05-13,2024-05-15,72,64,In Progress,High
T609636,1564,Software Install,2024-09-16,2024-09-18,72,68,In Progress,High
T406346,1850,Software Install,2024-02-20,2024-02-21,48,43,In Progress,Low
T815454,1725,System Bug,2024-10-14,2024-10-16,48,53,Completed,Medium
T986847,1321,System Bug,2024-06-10,2024-06-12,48,61,In Progress,Low
T696344,1421,Access Request,2024-03-02,2024-03-02,24,19,Completed,Medium
T478479,288,Tech Support,2024-12-11,2024-12-11,24,19,In Progress,Medium
T763625,1035,Software Install,2024-07-08,2024-07-09,24,34,In Progress,Medium
T917221,1022,Software Install,2024-06-06,2024-06-08,72,65,In Progress,Medium
T871830,408,Access Request,2024-05-17,2024-05-19,72,68,In Progress,Low
T940294,758,Access Request,2024-08-23,2024-08-25,72,62,Escalated,Low
T127066,206,Software Install,2024-10-03,2024-10-04,24,44,Completed,Medium
T790611,1727,Access Request,2024-05-01,2024-05-03,72,63,Escalated,Medium
T901510,1655,Tech Support,2024-06-21,2024-06-23,72,65,In Progress,High
T723101,1860,Tech Support,2024-09-03,2024-09-06,72,80,In Progress,Low
T102096,28,Software Install,2024-08-26,2024-08-28,48,63,In Progress,Medium
T385214,83,System Bug,2024-07-22,2024-07-23,48,44,Escalated,High
T435067,1735,Access Request,2024-02-14,2024-02-16,72,65,In Progress,Low
T384090,269,System Bug,2024-03-10,2024-03-11,24,35,Completed,Medium
T869837,601,System Bug,2024-07-03,2024-07-06,72,78,In Progress,Medium
T315760,895,System Bug,2024-06-12,2024-06-13,48,41,In Progress,Low
T401863,1275,Software Install,2024-03-15,2024-03-16,24,36,In Progress,High
T953026,1015,Software Install,2024-03-13,2024-03-16,72,92,In Progress,Low
T808946,447,Access Request,2024-01-19,2024-01-22,72,74,In Progress,Low
T848912,951,Tech Support,2024-06-02,2024-06-04,48,48,In Progress,Medium
T490404,649,Tech Support,2024-02-28,2024-03-02,72,74,In Progress,Low
T469179,286,Access Request,2024-02-23,2024-02-24,48,38,In Progress,Low
T532990,306,Tech Support,2024-04-28,2024-04-28,24,15,In Progress,Low
T405622,1648,System Bug,2024-01-11,2024-01-11,24,22,In Progress,Low
T780856,242,Software Install,2024-05-12,2024-05-12,24,17,In Progress,Medium
T730676,1696,Tech Support,2024-06-05,2024-06-08,72,79,Completed,Medium
T849732,1888,Access Request,2024-10-14,2024-10-14,24,17,In Progress,High
T432697,1303,Software Install,2024-03-02,2024-03-03,24,25,Completed,Low
T377664,1997,Software Install,2024-05-12,2024-05-13,24,36,In Progress,Medium
T152344,624,Software Install,2024-05-26,2024-05-29,72,86,In Progress,Medium
T778438,1018,Access Request,2024-01-22,2024-01-24,72,62,In Progress,Medium
T153572,1460,System Bug,2024-04-19,2024-04-22,72,87,In Progress,High
T626137,2017,Software Install,2024-05-06,2024-05-07,48,38,In Progress,High
T502036,602,Software Install,2024-07-26,2024-07-28,72,67,In Progress,High
T404058,1516,System Bug,2024-07-13,2024-07-13,24,14,In Progress,Low
T656834,150,System Bug,2024-04-03,2024-04-04,24,36,Escalated,Low
T549885,655,Access Request,2024-08-09,2024-08-11,48,49,In Progress,Low
T366364,1665,Access Request,2024-12-23,2024-12-23,24,20,In Progress,Low
T408629,355,Access Request,2024-08-23,2024-08-24,48,39,Escalated,Medium
T600382,964,Software Install,2024-01-26,2024-01-28,72,63,Escalated,Low
T912873,1516,Software Install,2024-03-09,2024-03-10,24,26,In Progress,Medium
T788950,1697,System Bug,2024-09-13,2024-09-16,72,72,Completed,Low
T947390,969,Software Install,2024-06-14,2024-06-15,24,37,In Progress,Low
T909932,1922,Tech Support,2024-07-24,2024-07-25,24,33,Completed,Medium
T234793,1622,Tech Support,2024-11-04,2024-11-05,48,40,Escalated,Medium
T514701,1307,Access Request,2024-07-19,2024-07-22,72,84,In Progress,Low
T739847,828,Software Install,2024-11-26,2024-11-28,48,68,In Progress,Low
T546741,1783,Software Install,2024-01-02,2024-01-05,72,78,In Progress,Low
T980279,1506,Access Request,2024-12-26,2024-12-28,48,68,In Progress,Medium
T809450,1294,Software Install,2024-09-18,2024-09-19,24,30,Completed,Medium
T621983,1447,System Bug,2024-04-18,2024-04-19,24,44,Completed,High
T786625,791,Software Install,2024-02-16,2024-02-17,24,32,Completed,Low
T768022,905,Tech Support,2024-03-25,2024-03-27,72,66,In Progress,Medium
T424055,724,Tech Support,2024-04-12,2024-04-15,72,82,In Progress,Medium
T684710,1102,Access Request,2024-03-25,2024-03-26,24,39,In Progress,Low
T464818,57,Access Request,2024-05-06,2024-05-09,72,74,Escalated,Low
T538782,724,Software Install,2024-04-15,2024-04-17,48,63,In Progress,High
T390721,1083,Tech Support,2024-08-20,2024-08-21,24,26,In Progress,High
T571984,848,Tech Support,2024-08-01,2024-08-02,48,41,In Progress,High
T355964,1133,System Bug,2024-05-07,2024-05-08,24,28,Escalated,Low
T377657,1651,Tech Support,2024-05-26,2024-05-28,72,64,In Progress,Medium
T785842,466,Access Request,2024-03-15,2024-03-17,72,68,In Progress,Low
T974589,1068,Tech Support,2024-02-07,2024-02-09,48,61,In Progress,Medium
T767689,2020,Access Request,2024-12-02,2024-12-04,48,53,Completed,High
T456731,825,Tech Support,2024-09-12,2024-09-14,48,60,In Progress,Medium
T958004,888,Access Request,2024-03-08,2024-03-09,24,34,Completed,Low
T303301,1783,Tech Support,2024-05-13,2024-05-15,48,56,In Progress,Low
T105451,691,Tech Support,2024-07-04,2024-07-05,24,39,In Progress,High
T319995,1361,Software Install,2024-05-14,2024-05-15,24,37,In Progress,Low
T243478,1599,Tech Support,2024-11-26,2024-11-28,48,49,In Progress,Low
T233192,1434,System Bug,2024-07-28,2024-07-29,48,41,In Progress,Medium
T294183,643,Software Install,2024-07-06,2024-07-08,48,50,Completed,High
T205674,1106,System Bug,2024-03-01,2024-03-02,24,41,In Progress,Low
T894119,1545,System Bug,2024-03-26,2024-03-29,72,85,Escalated,Low
T195570,742,Tech Support,2024-08-15,2024-08-16,48,38,Completed,Low
T657822,1258,Tech Support,2024-07-18,2024-07-19,48,40,Completed,Low
T131509,1868,System Bug,2024-07-01,2024-07-04,72,86,Escalated,Low
T819146,1014,Access Request,2024-10-21,2024-10-24,72,91,Completed,Low
T412366,1073,Access Request,2024-05-13,2024-05-15,48,49,Escalated,Medium
T267805,865,Software Install,2024-05-24,2024-05-26,72,63,Completed,Medium
T882671,405,Access Request,2024-06-05,2024-06-07,48,65,In Progress,Medium
T443715,233,Software Install,2024-06-14,2024-06-15,24,31,Completed,High
T848852,1103,Software Install,2024-08-23,2024-08-24,24,29,Escalated,Medium
T157398,170,System Bug,2024-01-24,2024-01-27,72,74,Escalated,Low
T563411,1594,Software Install,2024-05-06,2024-05-09,72,83,In Progress,Medium
T823186,826,System Bug,2024-06-01,2024-06-02,24,37,Completed,Medium
T237382,159,Software Install,2024-03-13,2024-03-15,48,59,Completed,High
T806789,1976,Access Request,2024-12-09,2024-12-10,24,40,In Progress,Medium
T830657,144,System Bug,2024-07-23,2024-07-25,48,68,In Progress,Low
T231554,1658,Access Request,2024-01-15,2024-01-16,48,45,In Progress,High
T364766,1028,Access Request,2024-09-23,2024-09-26,72,77,Escalated,Low
T388501,1434,Tech Support,2024-07-05,2024-07-07,48,67,Completed,Medium
T131394,1102,Software Install,2024-10-12,2024-10-13,48,44,In Progress,Low
T186731,429,Access Request,2024-07-11,2024-07-13,48,65,In Progress,Medium
T914636,1215,Access Request,2024-02-13,2024-02-16,72,86,In Progress,Medium
T436721,2038,System Bug,2024-10-09,2024-10-11,72,65,In Progress,Low
T799620,1234,Tech Support,2024-06-01,2024-06-04,72,82,In Progress,Low
T654213,226,System Bug,2024-02-12,2024-02-14,48,68,Escalated,Low
T994360,226,Access Request,2024-04-13,2024-04-16,72,87,Escalated,High
T907203,1193,System Bug,2024-08-09,2024-08-10,48,45,Completed,Low
T167818,744,Software Install,2024-08-21,2024-08-23,48,49,In Progress,Low
T712059,1080,Software Install,2024-10-12,2024-10-14,48,50,Completed,High
T606135,1992,Access Request,2024-08-27,2024-08-30,72,79,In Progress,Low
T721897,905,System Bug,2024-07-12,2024-07-15,72,91,Completed,Medium
T951020,1377,Tech Support,2024-06-26,2024-06-28,48,51,In Progress,Medium
T760914,1534,Software Install,2024-09-22,2024-09-23,48,42,Escalated,High
T270557,1753,System Bug,2024-04-19,2024-04-21,72,62,Completed,High
T189895,1725,Tech Support,2024-03-07,2024-03-07,24,19,In Progress,Medium
T305977,1709,Software Install,2024-06-26,2024-06-27,48,41,In Progress,High
T246294,602,System Bug,2024-01-25,2024-01-26,24,32,In Progress,High
T647812,1215,Tech Support,2024-01-07,2024-01-07,24,15,In Progress,Medium
T828657,926,Tech Support,2024-04-09,2024-04-10,24,34,Completed,Medium
T738129,850,Access Request,2024-02-01,2024-02-03,72,69,Completed,Low
T146199,880,Access Request,2024-08-13,2024-08-15,72,63,In Progress,Low
T841135,562,Tech Support,2024-07-17,2024-07-19,72,64,In Progress,Low
T939360,139,System Bug,2024-12-18,2024-12-20,48,53,In Progress,Low
T931809,12,Tech Support,2024-05-07,2024-05-09,48,63,In Progress,Low
T299347,1971,Tech Support,2024-10-11,2024-10-12,24,37,In Progress,Medium
T550833,924,Tech Support,2024-01-11,2024-01-13,48,64,Completed,Low
T453064,1248,Tech Support,2024-12-14,2024-12-15,24,33,In Progress,Medium
T653076,811,Tech Support,2024-11-09,2024-11-11,48,52,In Progress,High
